CABra ID  	 352
ANA ID    	 58755000
Longitude 	 -43.127   	 dd
Latitude  	 -21.476   	 dd
Area      	 816.65    	 km²
Elevation 	 747.56    	 m
 
p_ref, tmin_ref, tmax_ref, rh_ref, wnd_ref and srad_ref product are derived from the Xavier et al. (2016) dataset
et_ref product is derived from the GLEAM dataset
pet_pm was estimated by Penman-Monteith method
pet_pt was estimated by Priestley & Taylor method
pet_hg was estimated by Hargreaves method
 
 Year	 Month	   Day	    p_ref	   tmin_ref	   tmax_ref	     rh_ref	    wnd_ref	   srad_ref	   et_ref	   pet_pm	   pet_pt	   pet_hg
     	      	      	       mm	         °C	         °C	          %	      m s¯¹	     MJ m¯²	       mm	       mm	       mm	       mm
 1980	     1	     1	    4.090	     16.596	     25.304	     90.351	      1.417	     10.798	    2.079	    2.318	    3.488	    2.305
 1980	     1	     2	   36.031	     16.583	     22.626	     79.122	      1.770	     12.294	    2.019	    2.968	    3.821	    2.533
 1980	     1	     3	    0.502	     15.551	     27.110	     74.659	      1.853	     22.535	    2.365	    4.567	    6.596	    4.857
 1980	     1	     4	    0.000	     14.921	     26.841	     78.712	      1.152	     20.939	    3.377	    4.180	    6.128	    4.461
 1980	     1	     5	    0.000	     14.474	     26.449	     74.865	      1.652	     24.201	    4.420	    4.777	    6.956	    5.100
 1980	     1	     6	    0.000	     13.101	     26.847	     72.132	      1.458	     28.142	    4.719	    5.277	    7.955	    5.855
 1980	     1	     7	    0.000	     15.840	     27.654	     75.228	      1.770	     22.989	    4.006	    4.749	    6.757	    5.008
 1980	     1	     8	    0.219	     18.731	     27.003	     80.267	      1.964	     12.197	    3.375	    2.928	    3.944	    2.732
 1980	     1	     9	    0.243	     18.575	     28.186	     78.676	      1.652	     16.566	    2.949	    3.617	    5.143	    3.757
 1980	     1	    10	    0.829	     17.910	     25.455	     84.025	      1.354	     12.230	    3.193	    2.767	    3.902	    2.660
 1980	     1	    11	    3.840	     17.694	     27.540	     91.311	      1.517	     10.856	    3.392	    2.356	    3.563	    2.417
 1980	     1	    12	   18.500	     17.042	     21.806	     92.104	      0.818	     10.692	    3.219	    2.219	    3.414	    2.192
 1980	     1	    13	   35.563	     16.574	     20.913	     91.939	      1.162	     10.543	    2.033	    2.174	    3.345	    2.122
 1980	     1	    14	   14.953	     16.113	     25.214	     86.060	      1.867	     14.929	    3.475	    2.982	    4.541	    3.163
 1980	     1	    15	    1.871	     16.644	     23.526	     87.872	      1.655	     12.040	    2.508	    2.556	    3.776	    2.512
 1980	     1	    16	    5.977	     16.560	     20.049	     95.575	      1.605	     10.556	    1.519	    2.033	    3.330	    2.099
 1980	     1	    17	   34.688	     18.257	     23.905	     92.748	      0.832	     10.512	    2.920	    2.169	    3.438	    2.251
 1980	     1	    18	   36.344	     18.106	     24.484	     92.114	      0.812	     10.720	    2.381	    2.448	    3.496	    2.308
 1980	     1	    19	   14.828	     17.636	     26.558	     83.699	      1.476	     16.413	    4.995	    3.537	    5.023	    3.607
 1980	     1	    20	    4.031	     18.556	     29.672	     80.785	      1.446	     17.870	    4.738	    3.947	    5.537	    4.126
 1980	     1	    21	    5.945	     17.770	     28.792	     86.045	      1.091	     16.445	    4.784	    3.528	    5.094	    3.721
 1980	     1	    22	   14.750	     17.468	     28.433	     89.376	      1.370	     17.270	    3.528	    3.466	    5.298	    3.876
 1980	     1	    23	   24.109	     16.393	     28.496	     84.299	      1.476	     15.827	    4.886	    3.411	    4.870	    3.508
 1980	     1	    24	    7.336	     17.476	     29.342	     82.913	      1.317	     16.504	    4.144	    3.602	    5.112	    3.746
 1980	     1	    25	    6.047	     18.263	     26.978	     89.062	      1.295	     13.399	    3.430	    2.940	    4.247	    2.983
 1980	     1	    26	   10.250	     17.958	     27.333	     86.412	      1.479	     13.359	    3.900	    2.936	    4.233	    2.976
 1980	     1	    27	    6.188	     18.735	     28.166	     88.555	      1.397	     17.303	    2.679	    3.633	    5.345	    3.931
 1980	     1	    28	    8.703	     19.022	     30.252	     84.642	      1.903	     19.007	    3.515	    4.075	    5.885	    4.443
 1980	     1	    29	    9.844	     19.397	     27.054	     84.892	      2.465	     15.469	    2.997	    3.464	    4.841	    3.495
 1980	     1	    30	    0.834	     14.344	     25.703	     79.767	      1.742	     22.791	    4.220	    4.375	    6.531	    4.748
 1980	     1	    31	    0.000	     16.117	     28.214	     83.004	      0.964	     17.445	    3.898	    3.598	    5.284	    3.840
 1980	     2	     1	    2.189	     18.339	     28.686	     86.232	      1.607	     17.714	    3.525	    3.690	    5.455	    4.031
 1980	     2	     2	   43.688	     19.172	     27.401	     91.128	      1.382	     11.917	    3.265	    2.549	    3.880	    2.697
 1980	     2	     3	    9.375	     19.644	     29.538	     81.891	      2.493	     20.170	    3.185	    4.091	    6.210	    4.709
 1980	     2	     4	    0.146	     16.774	     27.273	     76.094	      1.709	     26.179	    3.845	    5.131	    7.648	    5.742
 1980	     2	     5	    0.000	     14.739	     28.803	     75.152	      1.467	     27.209	    4.899	    5.257	    7.901	    5.930
 1980	     2	     6	    0.000	     16.237	     29.924	     73.941	      0.912	     24.831	    4.649	    5.002	    7.376	    5.591
 1980	     2	     7	    0.090	     18.976	     32.192	     70.023	      1.414	     24.562	    5.059	    5.374	    7.529	    5.869
 1980	     2	     8	    1.022	     18.778	     30.101	     75.273	      1.429	     22.863	    4.725	    4.925	    6.949	    5.319
